"subjectID","subjectTitle","iconStyle","pdf","keywords","linked","references","favourite","subjectTagline"
"101","AIR SCORE","4","AIRinfo","Emergency Surgery General Surgery Abdomen","AlvaradoScoreinfo AbdoPainAx FeverAx AXR","Andersson M, Andersson RE.$$The appendicitis inflammatory response score: a tool for the diagnosis of acute appendicitis that outperforms the Alvarado score 2008$$https://link.springer.com/article/10.1007/s00268-008-9649-y££De Castro SM, Unlu C, Steller EP, Van Wagensveld BA, Vrouenraets BC.$$Evaluation of the appendicitis inflammatory response score for patients with acute appendicitis 2012 $$https://link.springer.com/article/10.1007/s00268-012-1521-4","0","Diagnoses appendicitis based on clinical and laboratory findings"
"102","AKIN CLASSIFICATION","4","AKINCLASSIFICATIONinfo","Renal Nephrology","BUNinfo CKD-EPIinfo CREATININECLEARANCEinfo FREEWATERDEFICITinfo KIDNEYFAILUREinfo mSOFAinfo QSOFAinfo DeterioratingPatientAx HaematuriaAx LegSwellingAx LowUrineOutputAx IVFluidMx IVFluids","Mehta RL, Kellum JA, Shah SV, Molitoris BA, Ronco C, Warnock DG, Levin A, Acute Kidney Injury Network$$Acute Kidney Injury Network: report of an initiative to improve outcomes in acute kidney injury 2007$$https://link.springer.com/article/10.1186/cc5713££Lopes JA, Jorge S$$The RIFLE and AKIN classifications for acute kidney injury: a critical and comprehensive review 2013$$https://academic.oup.com/ckj/article-abstract/6/1/8/468698££Xiong J, Tang X, Hu Z, Nie L, Wang Y, Zhao J$$The RIFLE versus AKIN classification for incidence and mortality of acute kidney injury in critical ill patients: a meta-analysis 2015$$https://www.nature.com/articles/srep17917","0","AKIN Classification for acute kidney injury (AKI)"
"103","ALT-70 CELLULITIS","4","ALT-70info","Emergency GP infection sepsis","ACUTEGOUTDIAGNOSISinfo LRINECinfo MEWSinfo NEWS2info PEDISinfo WELLSDVTinfo FeverAx LegSwellingAx PainfulLimbAx DVTPEMx Sepsis6","Raff AB, Weng QY, Cohen JM, Gunasekera N, Okhovat JP, Vedak P, Joyce C, Kroshinsky D, Mostaghimi A$$A predictive model for diagnosis of lower extremity cellulitis: a cross-sectional study 2017$$https://www.sciencedirect.com/science/article/pii/S019096221730018X££Li DG, Dewan AK, Di Xia F, Khosravi H, Joyce C, Mostaghimi A$$The ALT-70 predictive model outperforms thermal imaging for the diagnosis of lower extremity cellulitis: a prospective evaluation 2018$$https://www.sciencedirect.com/science/article/pii/S0190962218322217££Singer S, Li DG, Gunasekera N, Okhovat JP, Vedak P, Weng C, Cohen J, Joyce C, Raff A, Kroshinsky D, Mostaghimi A$$The ALT-70 cellulitis model maintains predictive value at 24 and 48 hours after presentation 2019$$https://www.sciencedirect.com/science/article/pii/S0190962219304682","0","Predicts likelihood of lower limb cellulitis"
"104","AMT-10","4","AMT-10info","Emergency GP Neurology Geriatrics Psychiatry LOC GCS","4ASDELERIUMinfo AMT-4info AbbeyPainScaleinfo PAINADVANCEDDEMENTIAinfo ConfusionAx LowGCSAx HeadInjury SedationMx Sepsis6 CapacityConsent","Hodkinson HM.$$Evaluation of a mental test score for assessment of mental impairment in the elderly 1972$$https://academic.oup.com/ageing/article-abstract/1/4/233/14334££Williams EI, Wallace P.$$Health checks for people aged 75 and over 1993$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2560933/££Bonaiuto S, Rocca WA, Lippi A, Luciani P, Giannandrea E, Cavarzeran F, Amaducci L.$$Study on the validity of the Hodkinson Abbreviated Mental Test Score (AMTS) in detecting dementia of elderly subjects in appignano (Macerata province), Italy 1992$$https://www.sciencedirect.com/science/article/pii/S016749430580007X","0","Assesses mental impairment in elderly patients, screening for delirium or dementia"
"105","AMT-4","4","AMT-4info","Emergency GP Neurology Geriatrics Psychiatry LOC GCS","4ASDELERIUMinfo AMT-10info AbbeyPainScaleinfo PAINADVANCEDDEMENTIAinfo ConfusionAx LowGCSAx HeadInjury SedationMx Sepsis6 CapacityConsent","Swain DG, Nightingale PG.$$Evaluation of a shortened version of the Abbreviated Mental Test in a series of elderly patients 1997$$https://journals.sagepub.com/doi/abs/10.1177/026921559701100308££Locke T, Keat S, Tate M, Bown A, Hart A, Ghosh R$$Assessing the performance of the four question abbreviated mental test in the acute geriatric setting 2013 Jan 1;12:13-7.$$https://www.researchgate.net/profile/Anthony-Hart-3/publication/236090794_Assessing_the_performance_of_the_four_question_abbreviated_mental_test_in_the_acute_geriatric_setting/links/60be8a00299bf10dffa62d15/Assessing-the-performance-of-the-four-question-abbreviated-mental-test-in-the-acute-geriatric-setting.pdf?__cf_chl_tk=Kq3AXSymELqwpOCPFiatFx701phBXZ3_Re0RUU2n7gw-1752177263-1.0.1.1-T46Mb1hSDrZaNFAOIpqOEFu.72lGKjzsud36P0g.4xg££Hodkinson HM.$$Evaluation of a mental test score for assessment of mental impairment in the elderly 1972$$https://academic.oup.com/ageing/article-abstract/1/4/233/14334","0","Assesses mental impairment in elderly patients, screening for delirium or dementia"
"107","ANION GAP","4","ANIONinfo","Critical Care ITU Intensive Care Endocrinology Gastroenterology Renal Nephrology Respiratory","ANIONCorrectedinfo BUNinfo HYPONATRAEMIANADEFICIT-ADULTinfo ConfusionAx DeterioratingPatientAx HyperkalemiaMx HypokalemiaMx IVFluidMx ABGAnalysis","Oh MS, Carroll HJ.$$The anion gap 1977$$https://www.nejm.org/doi/pdf/10.1056/NEJM197710132971507","0","Evaluates states of metabolic acidosis."
"108","ANION GAP ALBUMIN","4","ANIONCorrectedinfo","Critical Care ITU Intensive Care Endocrinology Gastroenterology Renal Nephrology Respiratory albumin","ANIONinfo BUNinfo HYPONATRAEMIANADEFICIT-ADULTinfo ConfusionAx DeterioratingPatientAx HyperkalemiaMx HypokalemiaMx IVFluidMx ABGAnalysis","Oh MS, Carroll HJ.$$The anion gap 1977$$https://www.nejm.org/doi/pdf/10.1056/NEJM197710132971507££Feldman M, Soni N, Dickson B.$$Influence of hypoalbuminemia or hyperalbuminemia on the serum anion gap 2005$$https://www.sciencedirect.com/science/article/pii/S002221430500260X","0","Evaluates states of metabolic acidosis. Includes correction for Albumin."
"109","APACHE II SCORE","4","APACHEIISCOREinfo","Critical Care ITU Intensive Care","BPSinfo CLIF-CACLFinfo ISTHCRITERIAinfo MEWSinfo NEWS2info mSOFAinfo QSOFAinfo DeterioratingPatientAx FeverAx Sepsis6","Knaus WA, Draper EA, Wagner DP, Zimmerman JE.$$APACHE II: a severity of disease classification system 1985$$https://europepmc.org/article/med/3928249?utm_campaign=share&utm_medium=email&utm_source=email_share_mailer&client=bot&client=bot££Headley J, Theriault R, Smith TL.$$Independent validation of APACHE II severity of illness score for predicting mortality in patients with breast cancer admitted to the intensive care unit 1992$$https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19920715)70:2%3C497::AID-CNCR2820700220%3E3.0.CO;2-H££Capuzzo M, Valpondi V, Sgarbi A, Bortolazzi S, Pavoni V, Gilli G, Candini G, Gritti G, Alvisi R.$$Validation of severity scoring systems SAPS II and APACHE II in a single-center population 2000 $$https://link.springer.com/article/10.1007/s001340000715","0","Estimates ICU mortality"
"110","APRI","4","APRIinfo","Gastroenterology liver abdomen alcohol","CAGEQUESTIONNAIREinfo CHILD-PUGHinfo FIB-4info MELD-NAinfo SAAGinfo UKELDinfo AlcoholMx DecompensatedCirrhosisMx UpperGIBleedMx AsciticFluidAnalysis","Wai CT, Greenson JK, Fontana RJ, Kalbfleisch JD, Marrero JA, Conjeevaram HS, Lok AS.$$A simple noninvasive index can predict both significant fibrosis and cirrhosis in patients with chronic hepatitis C 2003 $$https://www.sciencedirect.com/science/article/pii/S0270913903005822££Dilshad Ahmad K, Zuhra FT, Farooq Ahmad K, Azhar M$$Evaluation of diagnostic accuracy of APRI for prediction of fibrosis in hepatitis C patients 2008$$https://pubmed.ncbi.nlm.nih.gov/19999223/££Lin ZH, Xin YN, Dong QJ, Wang Q, Jiang XJ, Zhan SH, Sun Y, Xuan SY.$$Performance of the aspartate aminotransferase-to-platelet ratio index for the staging of hepatitis C-related fibrosis: an updated meta-analysis 2010$$https://aasldpubs.onlinelibrary.wiley.com/doi/abs/10.1002/hep.24105","0","AST to Platelet Ratio Index. Determines the likelihood of hepatic fibrosis and cirrhosis in patients with hepatitis C"
"111","ASA CLASSIFICATION","4","ASAinfo","Surgery Orthopaedics Rheumatology ENT General Surgery Otorhinolaryngology Obstetrics Gynaecology","CapacityConsent PreOp","Kannan T.$$ASA grading: a step forward 2017 $$https://journals.sagepub.com/doi/abs/10.1177/175045891702700304££Haynes SR, Lawler PG.$$An assessment of the consistency of ASA physical status classification allocation 1995$$https://associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2044.1995.tb04554.x££Fitz-Henry J.$$The ASA classification and peri-operative risk 2011$$https://publishing.rcseng.ac.uk/doi/full/10.1308/rcsann.2011.93.3.185a","0","Classifies health of patients prior to surgery"
"112","ATLAS SCORE C.DIFF","4","ATLASSCORECDIFFinfo","Gastroenterology Clostridioides difficile abdomen UC","HARVEY-BRADSHAWinfo TRUELOVEWITTSinfo AbdoPainAx RectalBleedingAx ColitisMx AXR","Miller MA, Louie T, Mullane K, Weiss K, Lentnek A, Golan Y, Kean Y, Sears P.$$Derivation and validation of a simple clinical bedside score (ATLAS) for Clostridium difficile infection which predicts response to therapy 2013$$https://link.springer.com/article/10.1186/1471-2334-13-148","0","Predicts response to therapy in patients with C. diff"
"113","AUDIT-C","4","AUDIT-Cinfo","Emergency Gastroenterology GP Psychiatry alcohol","APRIinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo GAD-7info HAMILTONANXIETYSCALEinfo MDIinfo MELD-NAinfo PHQ-9info ROCKALLPOST-ENDOSCOPYinfo ROCKALLPRE-ENDOSCOPYinfo UKELDinfo AlcoholMx DecompensatedCirrhosisMx UpperGIBleedMx AsciticFluidAnalysis","Bush K, Kivlahan DR, McDonell MB, Fihn SD, Bradley KA,$$Ambulatory Care Quality Improvement Project (ACQUIP. The AUDIT alcohol consumption questions (AUDIT-C): an effective brief screening test for problem drinking 1998$$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/208954££Babor TF, Higgins-Biddle JC, Saunders JB, Monteiro MG.$$The alcohol use disorders identification test. Geneva: World Health Organization 2001$$https://www.mirecc.va.gov/cih-visn2/Documents/Provider_Education_Handouts/AUDIT_Test_Manual.pdf","0","Identifies at risk drinkers who may not be alcohol dependent"
"114","AWOL DELIRIUM SCORE","4","AWOLSCOREinfo","Geriatrics Psychiatry LOC GCS","4ASDELERIUMinfo AMT-10info AMT-4info APRIinfo AUDIT-Cinfo AbbeyPainScaleinfo PAINADVANCEDDEMENTIAinfo ConfusionAx LowGCSAx StrokeAx HeadInjury PainMx SedationMx Sepsis6 CapacityConsent","Douglas VC, Hessler CS, Dhaliwal G, Betjemann JP, Fukuda KA, Alameddine LR, Lucatorto R, Johnston SC, Josephson SA$$The AWOL tool: derivation and validation of a delirium prediction rule 2013$$https://shmpublications.onlinelibrary.wiley.com/doi/abs/10.1002/jhm.2062££Brown EG, Josephson SA, Anderson N, Reid M, Lee M, Douglas VC$$Predicting inpatient delirium: the AWOL delirium risk-stratification score in clinical practice 2017$$https://www.sciencedirect.com/science/article/pii/S0197457217301106","0","Predicts risk of delirium during hospital admission"
"115","ABBEY PAIN SCALE","4","AbbeyPainScaleinfo","Geriatrics Psychiatry pain dementia","4ASDELERIUMinfo ConfusionAx PainMx","Abbey J, Piller N, Bellis AD, Esterman A, Parker D, Giles L, Lowcay B.$$The Abbey pain scale: a 1-minute numerical indicator for people with end-stage dementia 2013$$https://www.magonlinelibrary.com/doi/abs/10.12968/ijpn.2004.10.1.12013££Liu JY, Briggs M, Closs SJ.$$The psychometric qualities of four observational pain tools (OPTs) for the assessment of pain in elderly people with osteoarthritic pain 2010$$https://www.sciencedirect.com/science/article/pii/S0885392410004665","0","Assesses pain in patients with advanced dementia"
"116","ALVARADO SCORE","4","AlvaradoScoreinfo","Emergency Surgery General Surgery Abdomen","AIRinfo AbdoPainAx FeverAx AXR","Alvarado A.$$A practical score for the early diagnosis of acute appendicitis 1986$$https://www.sciencedirect.com/science/article/pii/S0196064486809933££McKay R, Shepherd J.$$The use of the clinical scoring system by Alvarado in the decision to perform computed tomography for acute appendicitis in the ED 2007$$https://www.sciencedirect.com/science/article/pii/S0735675706004153££Pogorelic Z, Rak S, Mrklic I, Juric I.$$Prospective validation of Alvarado score and Pediatric Appendicitis Score for the diagnosis of acute appendicitis in children 2015$$https://journals.lww.com/pec-online/FullText/2015/03000/Prospective_Validation_of_Alvarado_Score_and.2.aspx££Coleman JJ, Carr BW, Rogers T, Field MS, Zarzaur BL, Savage SA, Hammer PM, Brewer BL, Feliciano DV, Rozycki GS.$$The Alvarado score should be used to reduce emergency department length of stay and radiation exposure in select patients with abdominal pain 2018$$https://journals.lww.com/jtrauma/FullText/2018/06000/The_Alvarado_score_should_be_used_to_reduce.15.aspx","0","Predicts likelihood of acute appendicitis"
"118","BAP-65 SCORE","4","BAP-65SCOREinfo","Emergency GP Respiratory COPD SOB Chest","GOLDinfo CURB-65info PackYearsCalcinfo HaemoptysisAx SOBAx COPDExacerbationMx ABGAnalysis CXR OxygenDelivery","Tabak YP, Sun X, Johannes RS, Gupta V, Shorr AF.$$Mortality and need for mechanical ventilation in acute exacerbations of chronic obstructive pulmonary disease: development and validation of a simple risk score 2009$$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/224759££Shorr AF, Sun X, Johannes RS, Yaitanes A, Tabak YP.$$Validation of a novel risk score for severity of illness in acute exacerbations of COPD 2011$$https://www.sciencedirect.com/science/article/pii/S0012369211605837","0","Predicts mortality in acute COPD exacerbation"
"119","BEIGHTON SCORE","4","BEIGHTONinfo","GP Orthopaedics Rheumatology Joint","PainfulLimbAx CervicalSpineInjury MSKAnatomy MSKXray","Malek S, Reinhold EJ, Pearce GS.$$The Beighton Score as a measure of generalised joint hypermobility 2021$$https://link.springer.com/article/10.1007/s00296-021-04832-4££Bockhorn LN, Vera AM, Dong D, Delgado DA, Varner KE, Harris JD.$$Interrater and intrarater reliability of the beighton score: a systematic review 2021$$https://journals.sagepub.com/doi/abs/10.1177/2325967120968099","0","Measures joint hypermobility on a 9-point scale"
"120","BISAP SCORE","4","BISAPSCOREinfo","Gastroenterology Surgery General Surgery Abdomen","CIWA-Arinfo GLASGOW-IMRIEinfo AbdoPainAx AlcoholMx","Wu BU, Johannes RS, Sun X, Tabak Y, Conwell DL, Banks PA$$The early prediction of mortality in acute pancreatitis: a large population-based study 2008$$https://gut.bmj.com/content/57/12/1698.short££Papachristou GI, Muddana V, Yadav D, O'connell M, Sanders MK, Slivka A, Whitcomb DC$$Comparison of BISAP, Ranson's, APACHE-II, and CTSI scores in predicting organ failure, complications, and mortality in acute pancreatitis 2010$$https://journals.lww.com/ajg/fulltext/2010/02000/Comparison_of_BISAP,_Ranson_s,_APACHE_II,_and_CTSI.28.aspx££Gompertz M, Fernandez L, Lara I, Miranda JP, Mancilla C, Berger Z$$Bedside index for severity in acute pancreatitis (BISAP) score as predictor of clinical outcome in acute pancreatitis: retrospective review of 128 patients 2012$$https://europepmc.org/article/med/23282769","0","Predicts mortality risk in pancreatitis: similar to Ranson's criteria with less variables"
"121","BMI","4","BMIinfo","Gastroenterology GP Orthopaedics Medicine Surgery","ADJUSTEDBODYWEIGHTinfo IDEALBODYWEIGHTinfo MUSTinfo STOP-BANGinfo IVFluidMx VTEProphylaxis IVFluids","Gadzik J.$$How much should I weigh?--Quetelet's equation, upper weight limits, and BMI prime 2006$$https://europepmc.org/article/med/16768059","0","Calculates body mass index"
"122","BPS PAIN INTUBATED PATIENTS","4","BPSinfo","Critical Care ITU Intensive Care Pain","APACHEIISCOREinfo PAINADVANCEDDEMENTIAinfo PainMx","Payen JF, Bru O, Bosson JL, Lagrasta A, Novel E, Deschaux I, Lavagne P, Jacquot C$$Assessing pain in critically ill sedated patients by using a behavioral pain scale 2001$$https://journals.lww.com/ccmjournal/fulltext/2001/12000/assessing_pain_in_critically_ill_sedated_patients.4.aspx££Ahlers SJ, van der Veen AM, van Dijk M, Tibboel D, Knibbe CA$$The use of the Behavioral Pain Scale to assess pain in conscious sedated patients 2010$$https://pubmed.ncbi.nlm.nih.gov/19897804/","0","Behavioural Pain Scale: Quantifies pain in intubated patients"
"123","BSA","4","BSAinfo","Critical Care ITU Intensive Care Medicine Surgery","ADJUSTEDBODYWEIGHTinfo BMIinfo IDEALBODYWEIGHTinfo MUSTinfo STOP-BANGinfo IVFluidMx IVFluids","Gadzik J.$$How much should I weigh?--Quetelet's equation, upper weight limits, and BMI prime 2006$$https://europepmc.org/article/med/16768059","0","Calculates body surface area"
"124","BUN CREATININE RATIO","4","BUNinfo","Critical Care ITU Intensive Care Renal Nephrology Medicine","AKINCLASSIFICATIONinfo ANIONinfo ANIONCorrectedinfo CKD-EPIinfo CREATININECLEARANCEinfo DeterioratingPatientAx LowUrineOutputAx HyperkalemiaMx IVFluidMx AKI Gentamicin IVFluids","Levin A, Stevens PE, Bilous RW, Coresh J, De Francisco AL, De Jong PE, Griffith KE, Hemmelgarn BR, Iseki K, Lamb EJ, Levey AS$$Kidney Disease: Improving Global Outcomes (KDIGO) CKD Work Group 2012 clinical practice guideline for the evaluation and management of chronic kidney disease 2013$$https://pure.johnshopkins.edu/en/publications/kidney-disease-improving-global-outcomes-kdigo-ckd-work-group-kdi-4££Khwaja A$$KDIGO clinical practice guidelines for acute kidney injury 2012$$https://karger.com/nec/article/120/4/c179/830716","0","Renal function measurement"
"125","BRUGADA CRITERIA","4","BRUGADACRITERIAinfo","Cardiology Emergency Heart arrhythmia VT SVT","CORRECTEDQTinfo ChestPainAx ACSMx AFMx HyperkalemiaMx HypokalemiaMx TachycardiaMx ECG","Brugada P, Brugada J, Mont L, Smeets JL, Andries EW$$A new approach to the differential diagnosis of a regular tachycardia with a wide QRS complex 1991$$https://www.ahajournals.org/doi/abs/10.1161/01.CIR.83.5.1649££Isenhour JL, Craig S, Gibbs M, Littmann L, Rose G, Risch R$$Wide-complex tachycardia: continued evaluation of diagnostic criteria 2008 $$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.2000.tb02267.x","0","Distinguishes ventricular tachycardia from supraventricular tachycardia"
"126","CAGE QUESTIONNAIRE","4","CAGEQUESTIONNAIREinfo","Emergency Gastroenterology GP Psychiatry CIWA-AR","APRIinfo AUDIT-Cinfo GAD-7info HAMILTONANXIETYSCALEinfo MDIinfo MELD-NAinfo PHQ-9info UKELDinfo HaematemesisAx AlcoholMx DecompensatedCirrhosisMx UpperGIBleedMx AsciticFluidAnalysis","Ewing JA.$$Detecting alcoholism: the CAGE questionnaire 1984$$https://jamanetwork.com/journals/jama/article-abstract/394693££Williams N.$$The CAGE questionnaire 2014$$https://academic.oup.com/occmed/article-abstract/64/6/473/1432970££Bernadt MW, Taylor C, Mumford J, Smith B, Murray RM.$$Comparison of questionnaire and laboratory tests in the detection of excessive drinking and alcoholism 1982$$https://www.sciencedirect.com/science/article/pii/S0140673682915793££Fiellin DA, Reid MC, O'Connor PG.$$Screening for alcohol problems in primary care: a systematic review  2000 $$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/485393","0","Screens for excessive drinking and alcoholism"
"127","CENTOR SCORE","4","CENTORinfo","GP ENT Otorhinolaryngology throat tonsillitis","FeverPAINinfo FeverAx Sepsis6","Centor RM, Witherspoon JM, Dalton HP, Brody CE, Link K$$The diagnosis of strep throat in adults in the emergency room 1981$$https://journals.sagepub.com/doi/abs/10.1177/0272989x8100100304££McIsaac WJ, White D, Tannenbaum D, Low DE$$A clinical score to reduce unnecessary antibiotic use in patients with sore throat 1998$$https://www.cmaj.ca/content/158/1/75.short££Fine AM, Nizet V, Mandl KD$$Large-scale validation of the Centor and McIsaac scores to predict group A streptococcal pharyngitis 2012$$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/1157417","0","Estimates probability that acute pharyngitis is streptococcal in nature"
"128","CHA2DS2-VASc Score","4","CHA2DS2-VAScScoreinfo","Cardiology GP Neurology Geriatrics Heart arrhthmia","StrokeAx AFMx StrokeMx TachycardiaMx VTEProphylaxis","Lip GY, Nieuwlaat R, Pisters R, Lane DA, Crijns HJ.$$Refining clinical risk stratification for predicting stroke and thromboembolism in atrial fibrillation using a novel risk factor-based approach: the euro heart survey on atrial fibrillation 2010$$https://www.sciencedirect.com/science/article/pii/S0012369210600670££Friberg L, Rosenqvist M, Lip GY.$$Evaluation of risk stratification schemes for ischaemic stroke and bleeding in 182 678 patients with atrial fibrillation: the Swedish Atrial Fibrillation cohort study 2012$$https://academic.oup.com/eurheartj/article-abstract/33/12/1500/473502££Okumura K, Inoue H, Atarashi H, Yamashita T, Tomita H, Origasa H, J-Rhythm Registry Investigators.$$Validation of CHA2DS2-VASc and HAS-BLED Scores in Japanese Patients With Nonvalvular Atrial Fibrillation: An Analysis of the J-RHYTHM Registry 2014$$https://www.jstage.jst.go.jp/article/circj/78/7/78_CJ-14-0144/_article/-char/ja/","0","Calculates stroke risk for patients with AF"
"129","CHILD-PUGH","4","CHILD-PUGHinfo","Gastroenterology hepatic hepatology","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CLIF-CACLFinfo FIB-4info SAAGinfo UKELDinfo WESTHAVENinfo HaematemesisAx AlcoholMx DecompensatedCirrhosisMx UpperGIBleedMx AsciticFluidAnalysis","Pugh RN, Murray‚ÄêLyon IM, Dawson JL, Pietroni MC, Williams R.$$Transection of the oesophagus for bleeding oesophageal varices 1973$$https://bjssjournals.onlinelibrary.wiley.com/doi/abs/10.1002/bjs.1800600817££Durand F, Valla D$$Assessment of the prognosis of cirrhosis: Child-Pugh versus MELD 2005$$https://www.journal-of-hepatology.eu/article/S0168-8278(04)00533-1/abstract","0","Estimates liver cirrhosis severity"
"130","CIWA-Ar","4","CIWA-Arinfo","Emergency Gastroenterology GP CAGE","APRIinfo AUDIT-Cinfo BISAPSCOREinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo GLASGOW-IMRIEinfo LILLEMODELinfo MADDREY'Sinfo UKELDinfo ConfusionAx LowGCSAx AcuteSeizureMx AlcoholMx DecompensatedCirrhosisMx","Sullivan JT, Sykora K, Schneiderman J, Naranjo CA, Sellers EM.$$Assessment of alcohol withdrawal: the revised clinical institute withdrawal assessment for alcohol scale (CIWA-Ar) 1989$$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1360-0443.1989.tb00737.x££Miller JP.$$Routine hospital alcohol detoxification practice compared to symptom triggered management with an Objective Withdrawal Scale (CIWA-Ar) 2000$$https://www.tandfonline.com/doi/abs/10.1080/10550490050173208","0","Assessment severity of alcohol withdrawal"
"131","CKD-EPI CREATININE 2021","4","CKD-EPIinfo","Renal Nephrology Medicine","AKINCLASSIFICATIONinfo ANIONinfo ANIONCorrectedinfo KIDNEYFAILUREinfo DeterioratingPatientAx HaematuriaAx LowUrineOutputAx HyperkalemiaMx IVFluidMx AKI Gentamicin IVFluids Teicoplanin Vancomycin","Inker LA, Eneanya ND, Coresh J, Tighiouart H, Wang D, Sang Y, Crews DC, Doria A, Estrella MM, Froissart M, Grams ME$$New creatinine and cystatin C based equations to estimate GFR without race 2021$$https://www.nejm.org/doi/full/10.1056/NEJMoa2102953££Rossing P, Caramori ML, Chan JC, Heerspink HJ, Hurst C, Khunti K, Liew A, Michos ED, Navaneethan SD, Olowu WA, Sadusky T$$Executive summary of the KDIGO 2022 Clinical Practice Guideline for Diabetes Management in Chronic Kidney Disease: an update based on rapidly emerging new evidence 2022$$https://www.sciencedirect.com/science/article/pii/S008525382200518X","0","Estimates GFR based on serum creatinine based on CKD-EPI Creatinine 2021 equation"
"132","CLIF-C ACLF","4","CLIF-CACLFinfo","Gastroenterology abdomen liver","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo SAAGinfo UKELDinfo WESTHAVENinfo DeterioratingPatientAx HaematemesisAx AlcoholMx DecompensatedCirrhosisMx HypoglycaemiaMx INRMx AsciticFluidAnalysis","Jalan R, Saliba F, Pavesi M, Amoros A, Moreau R, Gin√®s P, Levesque E, Durand F, Angeli P, Caraceni P, Hopf C$$Development and validation of a prognostic score to predict mortality in patients with acute-on-chronic liver failure 2014$$https://www.sciencedirect.com/science/article/pii/S0168827814004085££Lee M, Lee JH, Oh S, Jang Y, Lee W, Lee HJ, Yoo JJ, Choi WM, Cho YY, Cho Y, Lee DH.$$CLIF-SOFA scoring system accurately predicts short-term mortality in acutely decompensated patients with alcoholic cirrhosis: a retrospective analysis 2014$$https://onlinelibrary.wiley.com/doi/abs/10.1111/liv.12683££Engelmann C, Thomsen KL, Zakeri N, Sheikh M, Agarwal B, Jalan R, Mookerjee RP.$$Validation of CLIF-C ACLF score to define a threshold for futility of intensive care support for patients with acute-on-chronic liver failure. 2018 $$https://link.springer.com/article/10.1186/s13054-018-2156-0££Moreau R, Jalan R, Gines P, Pavesi M, Angeli P, Cordoba J, Durand F, Gustot T, Saliba F, Domenicali M, Gerbes A.$$Acute-on-chronic liver failure is a distinct syndrome that develops in patients with acute decompensation of cirrhosis 2013$$https://www.sciencedirect.com/science/article/pii/S0016508513002916","0","Predicts mortality in acute-on-chronic liver failure."
"133","COPD GOLD CRITERIA","4","GOLDinfo","Respiratory GP chest SOB COPD","BAP-65SCOREinfo CURB-65info HaemoptysisAx SOBAx COPDExacerbationMx PneumoniaMx ABGAnalysis CXR NeuroExam","Duckworth C, Boniface MJ, Kirk A, Wilkinson TM$$Exploring the Validity of GOLD 2023 Guidelines: Should GOLD C and D Be Combined? 2023$$https://www.tandfonline.com/doi/abs/10.2147/COPD.S430344££Parums DV.$$Global Initiative for Chronic Obstructive Lung Disease (GOLD) 2023 Guidelines for COPD, Including COVID-19, Climate Change, and Air Pollution 2023$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10552569/££Brat K, Svoboda M, Zatloukal J, Plutinsky M, Volakova E, Popelkova P, Novotna B, Dvorak T, Koblizek V$$Prognostic properties of the GOLD 2023 classification system 2023$$https://www.tandfonline.com/doi/abs/10.2147/COPD.S410372","0","Global Initiative for Obstructive Lung Disease: Stratifies levels of COPD and provides recommendation on treatment"
"134","CORRECTED QT","4","CORRECTEDQTinfo","Cardiology arrhthmia chest heart ACS","PackYearsCalcinfo ChestPainAx ACSMx AFMx BradycardiaMx TachycardiaMx ECG","Bazett HC$$An analysis of the time-relations of electrocardiograms 1997$$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1542-474X.1997.tb00325.x££Fridericia LS$$The duration of systole in an electrocardiogram in normal humans and in patients with heart disease 2003$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7328879/££Luo S, Michler K, Johnston P, Macfarlane PW$$A comparison of commonly used QT correction formulae: the effect of heart rate on the QTc of normal ECGs 2004$$https://www.sciencedirect.com/science/article/pii/S0022073604001001££Vandenberk B, Vandael E, Robyns T, Vandenberghe J, Garweg C, Foulon V, Ector J, Willems R$$Which QT correction formulae to use for QT monitoring? 2016$$https://www.ahajournals.org/doi/abs/10.1161/jaha.116.003264££Sagie A, Larson MG, Goldberg RJ, Bengtson JR, Levy$$An improved method for adjusting the QT interval for heart rate (the Framingham Heart Study) 1992$$https://www.sciencedirect.com/science/article/pii/000291499290562D££Rautaharju PM, Mason JW, Akiyama T$$New age-and sex-specific criteria for QT prolongation based on rate correction formulas that minimize bias at the upper normal limits 2014$$https://www.sciencedirect.com/science/article/pii/S0167527314008134","0","Corrects the QT interval for heart rate - QTc"
